SK_ID_CURR,TARGET
100001,0.06505115350365899
100005,0.12640086286207208
100013,0.08123883481753807
100028,0.061509363614455116
100038,0.12830764326246144
100042,0.055893562654302675
100057,0.08303505659957816
100065,0.12547014945404752
100066,0.05035906244185306
100067,0.1032945696770485
100074,0.0632456135874925
100090,0.11512749959390199
100091,0.11715822104511228
100092,0.09810110738049088
100106,0.15582105555336914
100107,0.11181272003296594
100109,0.09856982364431137
100117,0.07621643925456385
100128,0.07349350185004865
100141,0.08792808085047804
100150,0.07549698001080203
100168,0.06499484686526821
100169,0.04432495822613235
100170,0.08690339091889726
100171,0.09982796639888068
100172,0.12153726652090688
100184,0.07391717210447452
100187,0.06173908150778883
100212,0.08580741486609238
100222,0.08476303380360346
100223,0.06309495139766641
100232,0.07324641756621232
100241,0.14118941603018176
100245,0.07944665703269009
100253,0.06144341107720488
100256,0.09450552250060656
100271,0.05483319047297365
100278,0.10646984965464183
100280,0.07066897821557812
100306,0.15388845599462242
100311,0.10708583173122703
100312,0.06354206411778857
100330,0.07495907404325679
100331,0.08947734436037075
100352,0.09284457873378958
100358,0.093006462959579
100367,0.08562889481562198
100382,0.08528106471159605
100384,0.07421528114337468
100385,0.11568043013464616
100386,0.09037798935695128
100399,0.07180169163277558
100404,0.0692637614287725
100416,0.07177980818878779
100422,0.12102744691321068
100426,0.07943465420508554
100438,0.06845415904714298
100444,0.11472582332051408
100445,0.1233875237686789
100446,0.11718791412933052
100447,0.06484685933662429
100450,0.073684897940814
100466,0.08577776882932901
100483,0.07288528331888565
100484,0.052560838077373676
100494,0.08403868913148659
100510,0.1255061236427396
100512,0.0595509168464727
100517,0.06955169980080025
100548,0.05836370540743317
100551,0.07007066447882383
100552,0.1256188788202177
100553,0.08592070699338539
100561,0.09290545248633335
100568,0.12349820383732119
100569,0.06932599505218806
100591,0.09532500450649674
100592,0.04786700047993433
100602,0.10761530978210718
100607,0.07915733752121473
100613,0.08342402592094021
100617,0.07819070190652498
100618,0.09140864410334726
100622,0.16354194746655262
100625,0.12431263176237188
100677,0.08352778474211335
100699,0.0767066057291197
100702,0.13677986299869774
100711,0.08414673212557172
100729,0.13700498689615473
100740,0.1181603328716477
100744,0.10482654720052273
100745,0.10250459482496337
100747,0.10006022563221784
100751,0.11105572463681841
100752,0.08554727492674782
100753,0.14571359597809896
100754,0.09584956063196268
100760,0.10778869724450367
100762,0.09414765932663512
100763,0.07689646213231559
100765,0.07605647559910436
100770,0.10165115911132189
100772,0.08600916255940495
100777,0.08513413574717509
100791,0.06889436622965492
100792,0.059476581662872785
100797,0.08817675375476754
100823,0.09451281696192225
100826,0.09202204145795945
100830,0.06687916893389165
100836,0.13168645541781857
100872,0.08325691765578376
100910,0.08810221959395802
100913,0.05843467780953755
100918,0.07937864673538479
100931,0.05514747184902422
100952,0.1194902848052933
100953,0.1017295423941371
100965,0.10498516324440442
100970,0.0812580740871969
100982,0.12076705043209846
100983,0.08480641018997762
100984,0.0685520953590199
100987,0.1151038333670754
100997,0.09121567065736023
100998,0.13140932190681176
101002,0.09746583153356286
101005,0.13453438709951487
101008,0.1205359339427793
101020,0.0944068816820664
101021,0.0910559206009877
101024,0.09414318667965509
101025,0.1271110342296224
101026,0.09416244449873674
101031,0.08579609370327178
101041,0.05721681798444154
101051,0.06411509120527623
101055,0.08877760222898105
101056,0.1311208831706193
101057,0.10187608479978894
101064,0.07281106654750832
101079,0.07948754488696332
101087,0.08834801209149983
101090,0.06424746086440275
101092,0.09062466161434943
101097,0.09630861490977699
101099,0.055576930520801496
101107,0.0894892529233684
101118,0.09101263913059846
101125,0.09791544727678907
101126,0.08149108478468316
101128,0.0953857930781716
101136,0.1299700896699041
101140,0.10720188790181291
101149,0.07461143447731636
101160,0.08020977113151724
101169,0.1139047040814312
101181,0.07426691984170446
101186,0.05765661341740577
101190,0.09935317534686072
101193,0.11827633062849442
101194,0.08977073088165728
101198,0.09753728988346813
101200,0.0765587240653572
101204,0.09941226420334157
101211,0.0818597210700553
101213,0.0838107617308955
101223,0.07259101388072678
101225,0.09344779613202275
101237,0.07531944108282397
101243,0.07945522275754172
101244,0.10902938959099727
101258,0.06844657332981623
101259,0.1546726568165297
101268,0.10278010414570819
101269,0.06505812947658028
101271,0.11227443019629094
101279,0.07017851485663784
101281,0.08675545030959658
101287,0.07470331555638926
101292,0.09197170296561243
101294,0.07760337849291882
101296,0.06648767601102715
101297,0.08110229421754486
101299,0.06148473392716909
101301,0.0760256022284799
101305,0.07619891274800906
101308,0.06827367638008103
101318,0.05586963792807132
101327,0.11159211858804324
101329,0.10362561142012638
101332,0.06396691855061871
101337,0.09168784393150166
101343,0.063887341448589
101345,0.08158181306324624
101346,0.08891070555660716
101353,0.053288496190474016
101354,0.11075568545317828
101355,0.09436582916170352
101356,0.05658809081128683
101362,0.11095251812528781
101363,0.12558045767131013
101365,0.07995412028656321
101366,0.09505243984275778
101367,0.12163139249713466
101368,0.055688458735560775
101374,0.12436709999028168
101380,0.0601806316365752
101383,0.06512768652959439
101398,0.05287841078254087
101399,0.1335006367564898
101401,0.09513324466099017
101412,0.10100610108262877
101426,0.10497692887101161
101427,0.1424398212995132
101428,0.1016103678756798
101429,0.09574422878772056
101434,0.06867664445817608
101440,0.09161461578235235
101448,0.095070979941651
101449,0.0798548351646152
101465,0.07580329546110774
101467,0.06605088216866
101472,0.14702855123881356
101478,0.08041520275221403
101497,0.08472821055468177
101504,0.06458279545356031
101547,0.08596212803680245
101548,0.10034209614320339
101555,0.07559559617145484
101570,0.0925319154157202
101572,0.07042053809183194
101578,0.07814501045221225
101580,0.10305693443213695
101588,0.09972454611604335
101602,0.07756004858257441
101610,0.10215052768655776
101614,0.1171122646346629
101616,0.09655276252154929
101643,0.09230293852022363
101644,0.09720392170050235
101649,0.0867629555147062
101650,0.10121278569942459
101665,0.06121208602950389
101667,0.1299162690458075
101669,0.05752444682155495
101674,0.13380930525746484
101675,0.08503792386196958
101678,0.10503892932241564
101682,0.0802061787306226
101686,0.09367536577004752
101697,0.12863071227046488
101700,0.09284068551754196
101711,0.06729681832219991
101714,0.05080583009048295
101715,0.10639287177796623
101728,0.09453383029893195
101732,0.07167396091589548
101757,0.08982194032625479
101758,0.10216048712893745
101759,0.10332324690632308
101762,0.05048136047730652
101764,0.07314549836923201
101780,0.11629200847582526
101784,0.08773853384263822
101789,0.07161647984658746
101816,0.08203210607908937
101819,0.0588698750279224
101827,0.043593853829173225
101863,0.0832048283421126
101867,0.1018871885952001
101870,0.07286242833501139
101873,0.10268604174661367
101878,0.09462086584786145
101879,0.05546307945088573
101880,0.07135927342163666
101887,0.11010805266856635
101897,0.06297367732773475
101901,0.06369490671146767
101903,0.14907371182307705
101920,0.06964216995217981
101921,0.08281902673072326
101922,0.0800694343091089
101961,0.15337247773757162
101962,0.0787804103556364
101971,0.07272347554030886
101976,0.122992558004781
102002,0.10054223416461305
102005,0.06705013429491687
102007,0.1386444095378663
102017,0.07006540443475141
102019,0.12015533381888298
102029,0.06012231840505375
102051,0.09234295413187475
102052,0.0666785944474769
102054,0.07920550658542938
102062,0.11321924394802758
102067,0.09825711941359691
102068,0.09283717091132337
102070,0.07130340786088034
102090,0.07484996375322955
102092,0.14017820471897482
102099,0.1288943902196713
102100,0.05201389976919824
102112,0.10151791313697534
102113,0.09838669651406529
102122,0.10112303574309536
102123,0.07397730517884862
102125,0.06822189077905906
102126,0.10590494527851178
102146,0.09404676606589989
102147,0.10294706273733617
102151,0.085746815879773
102158,0.09187845223682262
102159,0.07514741019237356
102162,0.0708211036320061
102165,0.08010294896078456
102166,0.09979674492993545
102174,0.0665958013498106
102193,0.13331349644400062
102198,0.08604432629924759
102205,0.1036463386482968
102206,0.09662809482927062
102218,0.08892408760433278
102221,0.09469234158585926
102230,0.08575296855530555
102238,0.0872292319843824
102248,0.06409424485663003
102252,0.1035799967313763
102259,0.06481367780762809
102262,0.10012588698830027
102273,0.06953038498327593
102286,0.08925598932341093
102293,0.08093516324070164
102294,0.058863480450259666
102296,0.07196763029236204
102298,0.1058144921306222
102303,0.07457917663987076
102309,0.09191833722641271
102315,0.06724843778373074
102340,0.07589076281374914
102342,0.06710907415946894
102344,0.08387907881595273
102346,0.1096970699290888
102347,0.06419453864254057
102374,0.1073553288010371
102380,0.10326215115721242
102387,0.08228529530639583
102393,0.07553438874482125
102403,0.08231505385554368
102413,0.08862534118816194
